"mmcode","make","variant","regyear"
"60050200","TOYOTA","CRESSIDA 2.4 GL A/T","1991"
"60050200","TOYOTA","CRESSIDA 2.4 GL A/T","1992"
"60050300","TOYOTA","CRESSIDA 2.4 GL S/W","1987"
"60050300","TOYOTA","CRESSIDA 2.4 GL S/W","1988"
"60050300","TOYOTA","CRESSIDA 2.4 GL S/W","1989"
"60050300","TOYOTA","CRESSIDA 2.4 GL S/W","1990"
"60050300","TOYOTA","CRESSIDA 2.4 GL S/W","1991"
"60050300","TOYOTA","CRESSIDA 2.4 GL S/W","1992"
"60050400","TOYOTA","CRESSIDA 2.4 GLE","1987"
"60050400","TOYOTA","CRESSIDA 2.4 GLE","1988"
"60050400","TOYOTA","CRESSIDA 2.4 GLE","1989"
"60050400","TOYOTA","CRESSIDA 2.4 GLE","1990"
"60050400","TOYOTA","CRESSIDA 2.4 GLE","1991"
"60050400","TOYOTA","CRESSIDA 2.4 GLE","1992"
"60050500","TOYOTA","CRESSIDA 2.4 GLE A/T","1987"
"60050500","TOYOTA","CRESSIDA 2.4 GLE A/T","1988"
"60050500","TOYOTA","CRESSIDA 2.4 GLE A/T","1989"
"60050500","TOYOTA","CRESSIDA 2.4 GLE A/T","1990"
"60050500","TOYOTA","CRESSIDA 2.4 GLE A/T","1991"
"60050500","TOYOTA","CRESSIDA 2.4 GLE A/T","1992"
"60050600","TOYOTA","CRESSIDA 2.4 GLE S/W","1989"
"60050600","TOYOTA","CRESSIDA 2.4 GLE S/W","1990"
"60050600","TOYOTA","CRESSIDA 2.4 GLE S/W","1991"
"60050600","TOYOTA","CRESSIDA 2.4 GLE S/W","1992"
"60050680","TOYOTA","CRESSIDA GLi-6","1989"
"60050680","TOYOTA","CRESSIDA GLi-6","1990"
"60050680","TOYOTA","CRESSIDA GLi-6","1991"
"60050680","TOYOTA","CRESSIDA GLi-6","1992"
"60050760","TOYOTA","CRESSIDA GLi-6 EXEC","1989"
"60050760","TOYOTA","CRESSIDA GLi-6 EXEC","1990"
"60050760","TOYOTA","CRESSIDA GLi-6 EXEC","1991"
"60050760","TOYOTA","CRESSIDA GLi-6 EXEC","1992"
"60050840","TOYOTA","CRESSIDA GLi-6 A/T","1989"
"60050840","TOYOTA","CRESSIDA GLi-6 A/T","1990"
"60050840","TOYOTA","CRESSIDA GLi-6 A/T","1991"
"60050840","TOYOTA","CRESSIDA GLi-6 A/T","1992"
"60050920","TOYOTA","CRESSIDA GLi-6 EXEC A/T","1989"
"60050920","TOYOTA","CRESSIDA GLi-6 EXEC A/T","1990"
"60050920","TOYOTA","CRESSIDA GLi-6 EXEC A/T","1991"
"60050920","TOYOTA","CRESSIDA GLi-6 EXEC A/T","1992"
"60051100","TOYOTA","CONDOR 1800 ESTATE","2000"
"60051100","TOYOTA","CONDOR 1800 ESTATE","2001"
"60051105","TOYOTA","CONDOR 1800","2001"
"60051105","TOYOTA","CONDOR 1800","2002"
"60051105","TOYOTA","CONDOR 1800","2003"
"60051110","TOYOTA","CONDOR 1800 TE","2001"
"60051110","TOYOTA","CONDOR 1800 TE","2002"
"60051110","TOYOTA","CONDOR 1800 TE","2003"
"60051200","TOYOTA","CONDOR 2000i ESTATE","2003"
"60051200","TOYOTA","CONDOR 2000i ESTATE","2004"
"60051200","TOYOTA","CONDOR 2000i ESTATE","2005"
"60051230","TOYOTA","CONDOR 2000i ESTATE TE","2003"
"60051230","TOYOTA","CONDOR 2000i ESTATE TE","2004"
"60051230","TOYOTA","CONDOR 2000i ESTATE TE","2005"
"60051300","TOYOTA","CONDOR 2400i ESTATE","2000"
"60051300","TOYOTA","CONDOR 2400i ESTATE","2001"
"60051305","TOYOTA","CONDOR 2400i","2001"
"60051305","TOYOTA","CONDOR 2400i","2002"
"60051305","TOYOTA","CONDOR 2400i","2003"
"60051310","TOYOTA","CONDOR 2400i ESTATE","2003"
"60051310","TOYOTA","CONDOR 2400i ESTATE","2004"
"60051310","TOYOTA","CONDOR 2400i ESTATE","2005"
"60051350","TOYOTA","CONDOR 2400i ESTATE TE","2000"
"60051350","TOYOTA","CONDOR 2400i ESTATE TE","2001"
"60051355","TOYOTA","CONDOR 2400i TE","2001"
"60051355","TOYOTA","CONDOR 2400i TE","2002"
"60051355","TOYOTA","CONDOR 2400i TE","2003"
"60051357","TOYOTA","CONDOR 2400i ESTATE TE","2003"
"60051357","TOYOTA","CONDOR 2400i ESTATE TE","2004"
"60051357","TOYOTA","CONDOR 2400i ESTATE TE","2005"
"60051360","TOYOTA","CONDOR 2400i TX","2001"
"60051360","TOYOTA","CONDOR 2400i TX","2002"
"60051360","TOYOTA","CONDOR 2400i TX","2003"
"60051365","TOYOTA","CONDOR 2400i ESTATE TX","2003"
"60051365","TOYOTA","CONDOR 2400i ESTATE TX","2004"
"60051365","TOYOTA","CONDOR 2400i ESTATE TX","2005"
"60051400","TOYOTA","CONDOR 2400i 4X4 RV","2000"
"60051400","TOYOTA","CONDOR 2400i 4X4 RV","2001"
"60051410","TOYOTA","CONDOR 2400i TX 4X4","2002"
"60051410","TOYOTA","CONDOR 2400i TX 4X4","2003"
"60051415","TOYOTA","CONDOR 2400i 4X4 TX","2003"
"60051415","TOYOTA","CONDOR 2400i 4X4 TX","2004"
"60051415","TOYOTA","CONDOR 2400i 4X4 TX","2005"
"60051500","TOYOTA","CONDOR 3000D ESTATE","2000"
"60051500","TOYOTA","CONDOR 3000D ESTATE","2001"
"60051505","TOYOTA","CONDOR 3000D TE","2001"
"60051505","TOYOTA","CONDOR 3000D TE","2002"
"60051505","TOYOTA","CONDOR 3000D TE","2003"
"60051510","TOYOTA","CONDOR 3000D ESTATE TE","2003"
"60051510","TOYOTA","CONDOR 3000D ESTATE TE","2004"
"60051510","TOYOTA","CONDOR 3000D ESTATE TE","2005"
"60051550","TOYOTA","CONDOR 3000D 4X4 RV","2000"
"60051550","TOYOTA","CONDOR 3000D 4X4 RV","2001"
"60051555","TOYOTA","CONDOR 3000D TX 4X4","2001"
"60051555","TOYOTA","CONDOR 3000D TX 4X4","2002"
"60051555","TOYOTA","CONDOR 3000D TX 4X4","2003"
"60051560","TOYOTA","CONDOR 3000D 4X4 TX","2003"
"60051560","TOYOTA","CONDOR 3000D 4X4 TX","2004"
"60051560","TOYOTA","CONDOR 3000D 4X4 TX","2005"
"60052080","TOYOTA","AVANZA 1.3 F/C P/V","2008"
"60052080","TOYOTA","AVANZA 1.3 F/C P/V","2009"
"60052080","TOYOTA","AVANZA 1.3 F/C P/V","2010"
"60052080","TOYOTA","AVANZA 1.3 F/C P/V","2011"
"60052080","TOYOTA","AVANZA 1.3 F/C P/V","2012"
"60052081","TOYOTA","AVANZA 1.3 S F/C P/V","2012"
"60052081","TOYOTA","AVANZA 1.3 S F/C P/V","2013"
"60052081","TOYOTA","AVANZA 1.3 S F/C P/V","2014"
"60052081","TOYOTA","AVANZA 1.3 S F/C P/V","2015"
"60052082","TOYOTA","AVANZA 1.3 S F/C P/V","2015"
"60052082","TOYOTA","AVANZA 1.3 S F/C P/V","2016"
"60052082","TOYOTA","AVANZA 1.3 S F/C P/V","2017"
"60052082","TOYOTA","AVANZA 1.3 S F/C P/V","2018"
"60052100","TOYOTA","AVANZA 1.3 S","2006"
"60052100","TOYOTA","AVANZA 1.3 S","2007"
"60052100","TOYOTA","AVANZA 1.3 S","2008"
"60052100","TOYOTA","AVANZA 1.3 S","2009"
"60052100","TOYOTA","AVANZA 1.3 S","2010"
"60052100","TOYOTA","AVANZA 1.3 S","2011"
"60052100","TOYOTA","AVANZA 1.3 S","2012"
"60052101","TOYOTA","AVANZA  1.3 S","2012"
"60052101","TOYOTA","AVANZA  1.3 S","2013"
"60052101","TOYOTA","AVANZA  1.3 S","2014"
"60052101","TOYOTA","AVANZA  1.3 S","2015"
"60052102","TOYOTA","AVANZA 1.3 S","2015"
"60052102","TOYOTA","AVANZA 1.3 S","2016"
"60052102","TOYOTA","AVANZA 1.3 S","2017"
"60052102","TOYOTA","AVANZA 1.3 S","2018"
"60052110","TOYOTA","AVANZA 1.3 SX","2006"
"60052110","TOYOTA","AVANZA 1.3 SX","2007"
"60052110","TOYOTA","AVANZA 1.3 SX","2008"
"60052110","TOYOTA","AVANZA 1.3 SX","2009"
"60052110","TOYOTA","AVANZA 1.3 SX","2010"
"60052110","TOYOTA","AVANZA 1.3 SX","2011"
"60052110","TOYOTA","AVANZA 1.3 SX","2012"
"60052111","TOYOTA","AVANZA 1.3 SX","2012"
"60052111","TOYOTA","AVANZA 1.3 SX","2013"
"60052111","TOYOTA","AVANZA 1.3 SX","2014"
"60052111","TOYOTA","AVANZA 1.3 SX","2015"
"60052112","TOYOTA","AVANZA 1.3 SX","2015"
"60052112","TOYOTA","AVANZA 1.3 SX","2016"
"60052112","TOYOTA","AVANZA 1.3 SX","2017"
"60052112","TOYOTA","AVANZA 1.3 SX","2018"
"60052260","TOYOTA","AVANZA 1.5 SX","2006"
"60052260","TOYOTA","AVANZA 1.5 SX","2007"
"60052260","TOYOTA","AVANZA 1.5 SX","2008"
"60052260","TOYOTA","AVANZA 1.5 SX","2009"
"60052260","TOYOTA","AVANZA 1.5 SX","2010"
"60052260","TOYOTA","AVANZA 1.5 SX","2011"
"60052260","TOYOTA","AVANZA 1.5 SX","2012"
"60052261","TOYOTA","AVANZA 1.5 SX","2012"
"60052261","TOYOTA","AVANZA 1.5 SX","2013"
"60052261","TOYOTA","AVANZA 1.5 SX","2014"
"60052261","TOYOTA","AVANZA 1.5 SX","2015"
"60052262","TOYOTA","AVANZA 1.5 SX","2015"
"60052262","TOYOTA","AVANZA 1.5 SX","2016"
"60052262","TOYOTA","AVANZA 1.5 SX","2017"
"60052262","TOYOTA","AVANZA 1.5 SX","2018"
"60052265","TOYOTA","AVANZA 1.5 SX A/T","2012"
"60052265","TOYOTA","AVANZA 1.5 SX A/T","2013"
"60052265","TOYOTA","AVANZA 1.5 SX A/T","2014"
"60052265","TOYOTA","AVANZA 1.5 SX A/T","2015"
"60052266","TOYOTA","AVANZA 1.5 SX A/T","2015"
"60052266","TOYOTA","AVANZA 1.5 SX A/T","2016"
"60052266","TOYOTA","AVANZA 1.5 SX A/T","2017"
"60052266","TOYOTA","AVANZA 1.5 SX A/T","2018"
"60052270","TOYOTA","AVANZA 1.5 TX","2006"
"60052270","TOYOTA","AVANZA 1.5 TX","2007"
"60052270","TOYOTA","AVANZA 1.5 TX","2008"
"60052270","TOYOTA","AVANZA 1.5 TX","2009"
"60052270","TOYOTA","AVANZA 1.5 TX","2010"
"60052270","TOYOTA","AVANZA 1.5 TX","2011"
"60052270","TOYOTA","AVANZA 1.5 TX","2012"
"60052271","TOYOTA","AVANZA 1.5 TX","2012"
"60052271","TOYOTA","AVANZA 1.5 TX","2013"
"60052271","TOYOTA","AVANZA 1.5 TX","2014"
"60052271","TOYOTA","AVANZA 1.5 TX","2015"
"60052272","TOYOTA","AVANZA 1.5 TX","2015"
"60052272","TOYOTA","AVANZA 1.5 TX","2016"
"60052272","TOYOTA","AVANZA 1.5 TX","2017"
"60052272","TOYOTA","AVANZA 1.5 TX","2018"
"60052500","TOYOTA","INNOVA 2.7 VVTi 7 SEAT","2011"
"60052500","TOYOTA","INNOVA 2.7 VVTi 7 SEAT","2012"
"60052500","TOYOTA","INNOVA 2.7 VVTi 7 SEAT","2013"
"60052500","TOYOTA","INNOVA 2.7 VVTi 7 SEAT","2014"
"60052500","TOYOTA","INNOVA 2.7 VVTi 7 SEAT","2015"
"60052520","TOYOTA","INNOVA 2.7 VVTi 8 SEAT","2011"
"60052520","TOYOTA","INNOVA 2.7 VVTi 8 SEAT","2012"
"60052520","TOYOTA","INNOVA 2.7 VVTi 8 SEAT","2013"
"60052520","TOYOTA","INNOVA 2.7 VVTi 8 SEAT","2014"
"60052520","TOYOTA","INNOVA 2.7 VVTi 8 SEAT","2015"
"60053200","TOYOTA","VENTURE 1800 6+4","1992"
"60053200","TOYOTA","VENTURE 1800 6+4","1993"
"60053200","TOYOTA","VENTURE 1800 6+4","1994"
"60053200","TOYOTA","VENTURE 1800 6+4","1995"
"60053220","TOYOTA","VENTURE 1800 6+4 New","1995"
"60053220","TOYOTA","VENTURE 1800 6+4 New","1996"
"60053220","TOYOTA","VENTURE 1800 6+4 New","1997"
"60053220","TOYOTA","VENTURE 1800 6+4 New","1998"
"60053220","TOYOTA","VENTURE 1800 6+4 New","1999"
"60053220","TOYOTA","VENTURE 1800 6+4 New","2000"
"60053400","TOYOTA","VENTURE 1800 8 seat","1992"
"60053400","TOYOTA","VENTURE 1800 8 seat","1993"
"60053400","TOYOTA","VENTURE 1800 8 seat","1994"
"60053400","TOYOTA","VENTURE 1800 8 seat","1995"
"60053400","TOYOTA","VENTURE 1800 8 seat","1996"
"60053500","TOYOTA","VENTURE 2.2 6+4","1994"
"60053500","TOYOTA","VENTURE 2.2 6+4","1995"
"60053520","TOYOTA","VENTURE 2200 6+4 New","1995"
"60053520","TOYOTA","VENTURE 2200 6+4 New","1996"
"60053520","TOYOTA","VENTURE 2200 6+4 New","1997"
"60053520","TOYOTA","VENTURE 2200 6+4 New","1998"
"60053520","TOYOTA","VENTURE 2200 6+4 New","1999"
"60053520","TOYOTA","VENTURE 2200 6+4 New","2000"
"60053540","TOYOTA","VENTURE 2200 GLE 5+4 New","1995"
"60053540","TOYOTA","VENTURE 2200 GLE 5+4 New","1996"
"60053540","TOYOTA","VENTURE 2200 GLE 5+4 New","1997"
"60053540","TOYOTA","VENTURE 2200 GLE 5+4 New","1998"
"60053540","TOYOTA","VENTURE 2200 GLE 5+4 New","1999"
"60053540","TOYOTA","VENTURE 2200 GLE 5+4 New","2000"
"60053555","TOYOTA","VENTURE GETAWAY","1998"
"60053555","TOYOTA","VENTURE GETAWAY","1999"
"60053555","TOYOTA","VENTURE GETAWAY","2000"
"60053600","TOYOTA","VENTURE 2400D 6+4 New","1995"
"60053600","TOYOTA","VENTURE 2400D 6+4 New","1996"
"60053600","TOYOTA","VENTURE 2400D 6+4 New","1997"
"60053600","TOYOTA","VENTURE 2400D 6+4 New","1998"
"60053600","TOYOTA","VENTURE 2400D 6+4 New","1999"
"60053600","TOYOTA","VENTURE 2400D 6+4 New","2000"
"60054150","TOYOTA","FORTUNER 2.5D-4D RB","2011"
"60054150","TOYOTA","FORTUNER 2.5D-4D RB","2012"
"60054150","TOYOTA","FORTUNER 2.5D-4D RB","2013"
"60054150","TOYOTA","FORTUNER 2.5D-4D RB","2014"
"60054150","TOYOTA","FORTUNER 2.5D-4D RB","2015"
"60054150","TOYOTA","FORTUNER 2.5D-4D RB","2016"
"60054160","TOYOTA","FORTUNER 2.5D-4D RB A/T","2012"
"60054160","TOYOTA","FORTUNER 2.5D-4D RB A/T","2013"
"60054160","TOYOTA","FORTUNER 2.5D-4D RB A/T","2014"
"60054160","TOYOTA","FORTUNER 2.5D-4D RB A/T","2015"
"60054160","TOYOTA","FORTUNER 2.5D-4D RB A/T","2016"
"60054250","TOYOTA","FORTUNER 3.0D-4D RAISED BODY","2006"
"60054250","TOYOTA","FORTUNER 3.0D-4D RAISED BODY","2007"
"60054250","TOYOTA","FORTUNER 3.0D-4D RAISED BODY","2008"
"60054250","TOYOTA","FORTUNER 3.0D-4D RAISED BODY","2009"
"60054251","TOYOTA","FORTUNER 3.0D-4D R/B","2009"
"60054251","TOYOTA","FORTUNER 3.0D-4D R/B","2010"
"60054251","TOYOTA","FORTUNER 3.0D-4D R/B","2011"
"60054252","TOYOTA","FORTUNER 3.0D-4D R/B","2011"
"60054252","TOYOTA","FORTUNER 3.0D-4D R/B","2012"
"60054252","TOYOTA","FORTUNER 3.0D-4D R/B","2013"
"60054252","TOYOTA","FORTUNER 3.0D-4D R/B","2014"
"60054252","TOYOTA","FORTUNER 3.0D-4D R/B","2015"
"60054252","TOYOTA","FORTUNER 3.0D-4D R/B","2016"
"60054255","TOYOTA","FORTUNER 3.0D-4D HERITAGE R/B","2011"
"60054255","TOYOTA","FORTUNER 3.0D-4D HERITAGE R/B","2012"
"60054255","TOYOTA","FORTUNER 3.0D-4D HERITAGE R/B","2013"
"60054260","TOYOTA","FORTUNER 3.0D-4D R/B A/T","2009"
"60054260","TOYOTA","FORTUNER 3.0D-4D R/B A/T","2010"
"60054260","TOYOTA","FORTUNER 3.0D-4D R/B A/T","2011"
"60054261","TOYOTA","FORTUNER 3.0D-4D R/B A/T","2011"
"60054261","TOYOTA","FORTUNER 3.0D-4D R/B A/T","2012"
"60054261","TOYOTA","FORTUNER 3.0D-4D R/B A/T","2013"
"60054261","TOYOTA","FORTUNER 3.0D-4D R/B A/T","2014"
"60054261","TOYOTA","FORTUNER 3.0D-4D R/B A/T","2015"
"60054261","TOYOTA","FORTUNER 3.0D-4D R/B A/T","2016"
"60054265","TOYOTA","FORTUNER 3.0D-4D HERITAGE R/B A/T","2011"
"60054265","TOYOTA","FORTUNER 3.0D-4D HERITAGE R/B A/T","2012"
"60054265","TOYOTA","FORTUNER 3.0D-4D HERITAGE R/B A/T","2013"
"60054280","TOYOTA","FORTUNER 3.0D-4D 4X4","2006"
"60054280","TOYOTA","FORTUNER 3.0D-4D 4X4","2007"
"60054280","TOYOTA","FORTUNER 3.0D-4D 4X4","2008"
"60054280","TOYOTA","FORTUNER 3.0D-4D 4X4","2009"
"60054281","TOYOTA","FORTUNER 3.0D-4D R/B 4X4","2009"
"60054281","TOYOTA","FORTUNER 3.0D-4D R/B 4X4","2010"
"60054281","TOYOTA","FORTUNER 3.0D-4D R/B 4X4","2011"
"60054282","TOYOTA","FORTUNER 3.0D-4D 4X4","2011"
"60054282","TOYOTA","FORTUNER 3.0D-4D 4X4","2012"
"60054282","TOYOTA","FORTUNER 3.0D-4D 4X4","2013"
"60054282","TOYOTA","FORTUNER 3.0D-4D 4X4","2014"
"60054282","TOYOTA","FORTUNER 3.0D-4D 4X4","2015"
"60054282","TOYOTA","FORTUNER 3.0D-4D 4X4","2016"
"60054285","TOYOTA","FORTUNER 3.0D-4D HERITAGE 4X4","2011"
"60054285","TOYOTA","FORTUNER 3.0D-4D HERITAGE 4X4","2012"
"60054285","TOYOTA","FORTUNER 3.0D-4D HERITAGE 4X4","2013"
"60054290","TOYOTA","FORTUNER 3.0D-4D 4X4 A/T","2010"
"60054290","TOYOTA","FORTUNER 3.0D-4D 4X4 A/T","2011"
"60054291","TOYOTA","FORTUNER 3.0D-4D 4X4 A/T","2011"
"60054291","TOYOTA","FORTUNER 3.0D-4D 4X4 A/T","2012"
"60054291","TOYOTA","FORTUNER 3.0D-4D 4X4 A/T","2013"
"60054291","TOYOTA","FORTUNER 3.0D-4D 4X4 A/T","2014"
"60054291","TOYOTA","FORTUNER 3.0D-4D 4X4 A/T","2015"
"60054291","TOYOTA","FORTUNER 3.0D-4D 4X4 A/T","2016"
"60054300","TOYOTA","FORTUNER 3.0D-4D HERITAGE 4X4 A/T","2011"
"60054300","TOYOTA","FORTUNER 3.0D-4D HERITAGE 4X4 A/T","2012"
"60054300","TOYOTA","FORTUNER 3.0D-4D HERITAGE 4X4 A/T","2013"
"60054400","TOYOTA","FORTUNER 4.0 V6 RAISED BODY","2006"
"60054400","TOYOTA","FORTUNER 4.0 V6 RAISED BODY","2007"
"60054400","TOYOTA","FORTUNER 4.0 V6 RAISED BODY","2008"
"60054400","TOYOTA","FORTUNER 4.0 V6 RAISED BODY","2009"
"60054405","TOYOTA","FORTUNER 4.0 V6 A/T","2009"
"60054405","TOYOTA","FORTUNER 4.0 V6 A/T","2010"
"60054405","TOYOTA","FORTUNER 4.0 V6 A/T","2011"
"60054406","TOYOTA","FORTUNER 4.0 V6 RB A/T","2011"
"60054406","TOYOTA","FORTUNER 4.0 V6 RB A/T","2012"
"60054406","TOYOTA","FORTUNER 4.0 V6 RB A/T","2013"
"60054406","TOYOTA","FORTUNER 4.0 V6 RB A/T","2014"
"60054406","TOYOTA","FORTUNER 4.0 V6 RB A/T","2015"
"60054406","TOYOTA","FORTUNER 4.0 V6 RB A/T","2016"
"60054408","TOYOTA","FORTUNER 4.0 V6 HERITAGE RB A/T","2011"
"60054408","TOYOTA","FORTUNER 4.0 V6 HERITAGE RB A/T","2012"
"60054408","TOYOTA","FORTUNER 4.0 V6 HERITAGE RB A/T","2013"
"60054410","TOYOTA","FORTUNER 4.0 V6 EPIC R/B A/T","2009"
"60054410","TOYOTA","FORTUNER 4.0 V6 EPIC R/B A/T","2010"
"60054420","TOYOTA","FORTUNER 4.0 V6 4X4","2006"
"60054420","TOYOTA","FORTUNER 4.0 V6 4X4","2007"
"60054420","TOYOTA","FORTUNER 4.0 V6 4X4","2008"
"60054420","TOYOTA","FORTUNER 4.0 V6 4X4","2009"
"60054440","TOYOTA","FORTUNER 4.0 V6 A/T 4X4","2006"
"60054440","TOYOTA","FORTUNER 4.0 V6 A/T 4X4","2007"
"60054440","TOYOTA","FORTUNER 4.0 V6 A/T 4X4","2008"
"60054440","TOYOTA","FORTUNER 4.0 V6 A/T 4X4","2009"
"60054441","TOYOTA","FORTUNER 4.0 V6 A/T 4X4","2009"
"60054441","TOYOTA","FORTUNER 4.0 V6 A/T 4X4","2010"
"60054441","TOYOTA","FORTUNER 4.0 V6 A/T 4X4","2011"
"60054442","TOYOTA","FORTUNER 4.0 V6 A/T 4X4","2011"
"60054442","TOYOTA","FORTUNER 4.0 V6 A/T 4X4","2012"
"60054442","TOYOTA","FORTUNER 4.0 V6 A/T 4X4","2013"
"60054442","TOYOTA","FORTUNER 4.0 V6 A/T 4X4","2014"
"60054442","TOYOTA","FORTUNER 4.0 V6 A/T 4X4","2015"
"60054442","TOYOTA","FORTUNER 4.0 V6 A/T 4X4","2016"
"60054446","TOYOTA","FORTUNER 4.0 V6 HERITAGE A/T 4X4","2011"
"60054446","TOYOTA","FORTUNER 4.0 V6 HERITAGE A/T 4X4","2012"
"60054446","TOYOTA","FORTUNER 4.0 V6 HERITAGE A/T 4X4","2013"
"60054450","TOYOTA","FORTUNER 4.0 V6 EPIC 4X4 A/T","2009"
"60054450","TOYOTA","FORTUNER 4.0 V6 EPIC 4X4 A/T","2010"
"60054500","TOYOTA","FORTUNER 2.4GD-6 R/B","2016"
"60054500","TOYOTA","FORTUNER 2.4GD-6 R/B","2017"
"60054500","TOYOTA","FORTUNER 2.4GD-6 R/B","2018"
"60054520","TOYOTA","FORTUNER 2.4GD-6 R/B A/T","2016"
"60054520","TOYOTA","FORTUNER 2.4GD-6 R/B A/T","2017"
"60054520","TOYOTA","FORTUNER 2.4GD-6 R/B A/T","2018"
"60054530","TOYOTA","FORTUNER 2.4GD-6 4X4 A/T","2017"
"60054530","TOYOTA","FORTUNER 2.4GD-6 4X4 A/T","2018"
"60054550","TOYOTA","FORTUNER 2.7VVTi R/B A/T","2016"
"60054550","TOYOTA","FORTUNER 2.7VVTi R/B A/T","2017"
"60054550","TOYOTA","FORTUNER 2.7VVTi R/B A/T","2018"
"60054580","TOYOTA","FORTUNER 2.8GD-6 R/B","2016"
"60054580","TOYOTA","FORTUNER 2.8GD-6 R/B","2017"
"60054580","TOYOTA","FORTUNER 2.8GD-6 R/B","2018"
"60054600","TOYOTA","FORTUNER 2.8GD-6 R/B A/T","2016"
"60054600","TOYOTA","FORTUNER 2.8GD-6 R/B A/T","2017"
"60054600","TOYOTA","FORTUNER 2.8GD-6 R/B A/T","2018"
"60054620","TOYOTA","FORTUNER 2.8GD-6 4X4","2016"
"60054620","TOYOTA","FORTUNER 2.8GD-6 4X4","2017"
"60054620","TOYOTA","FORTUNER 2.8GD-6 4X4","2018"
"60054640","TOYOTA","FORTUNER 2.8GD-6 4X4 A/T","2016"
"60054640","TOYOTA","FORTUNER 2.8GD-6 4X4 A/T","2017"
"60054640","TOYOTA","FORTUNER 2.8GD-6 4X4 A/T","2018"
"60054700","TOYOTA","FORTUNER 4.0 V6 4X4 A/T","2016"
"60054700","TOYOTA","FORTUNER 4.0 V6 4X4 A/T","2017"
"60054700","TOYOTA","FORTUNER 4.0 V6 4X4 A/T","2018"
"60056150","TOYOTA","HiACE SUPER 10","1987"
"60056150","TOYOTA","HiACE SUPER 10","1988"
"60056150","TOYOTA","HiACE SUPER 10","1989"
"60056150","TOYOTA","HiACE SUPER 10","1990"
"60056150","TOYOTA","HiACE SUPER 10","1991"
"60056150","TOYOTA","HiACE SUPER 10","1992"
"60056175","TOYOTA","HiACE SUPER 10 F/Lift","1992"
"60056175","TOYOTA","HiACE SUPER 10 F/Lift","1993"
"60056175","TOYOTA","HiACE SUPER 10 F/Lift","1994"
"60056175","TOYOTA","HiACE SUPER 10 F/Lift","1995"
"60056175","TOYOTA","HiACE SUPER 10 F/Lift","1996"
"60056175","TOYOTA","HiACE SUPER 10 F/Lift","1997"
"60056175","TOYOTA","HiACE SUPER 10 F/Lift","1998"
"60056250","TOYOTA","HiACE CUSTOM 10","1986"
"60056250","TOYOTA","HiACE CUSTOM 10","1987"
"60056333","TOYOTA","STOUT P/U S/C","1986"
"60056333","TOYOTA","STOUT P/U S/C","1987"
"60056333","TOYOTA","STOUT P/U S/C","1988"
"60056333","TOYOTA","STOUT P/U S/C","1989"
"60056500","TOYOTA","HiACE CUSTOM DLX A/T","1987"
"60056625","TOYOTA","HiACE COMMUTER 10","1987"
"60056666","TOYOTA","STOUT F/C D/S","1966"
"60056666","TOYOTA","STOUT F/C D/S","1967"
"60056666","TOYOTA","STOUT F/C D/S","1968"
"60056666","TOYOTA","STOUT F/C D/S","1969"
"60056666","TOYOTA","STOUT F/C D/S","1970"
"60056666","TOYOTA","STOUT F/C D/S","1971"
"60056666","TOYOTA","STOUT F/C D/S","1972"
"60056666","TOYOTA","STOUT F/C D/S","1973"
"60056666","TOYOTA","STOUT F/C D/S","1974"
"60056666","TOYOTA","STOUT F/C D/S","1975"
"60056666","TOYOTA","STOUT F/C D/S","1976"
"60056666","TOYOTA","STOUT F/C D/S","1977"
"60056666","TOYOTA","STOUT F/C D/S","1978"
"60056666","TOYOTA","STOUT F/C D/S","1979"
"60056666","TOYOTA","STOUT F/C D/S","1980"
"60056666","TOYOTA","STOUT F/C D/S","1981"
"60056666","TOYOTA","STOUT F/C D/S","1982"
"60056666","TOYOTA","STOUT F/C D/S","1983"
"60056666","TOYOTA","STOUT F/C D/S","1984"
"60056666","TOYOTA","STOUT F/C D/S","1985"
"60056666","TOYOTA","STOUT F/C D/S","1986"
"60056666","TOYOTA","STOUT F/C D/S","1987"
"60056666","TOYOTA","STOUT F/C D/S","1988"
"60056666","TOYOTA","STOUT F/C D/S","1989"
"60056680","TOYOTA","HiACE SUPER 14","1988"
"60056680","TOYOTA","HiACE SUPER 14","1989"
"60056680","TOYOTA","HiACE SUPER 14","1990"
"60056680","TOYOTA","HiACE SUPER 14","1991"
"60056680","TOYOTA","HiACE SUPER 14","1992"
"60056700","TOYOTA","HiACE SUPER 14 F/Lift","1992"
"60056700","TOYOTA","HiACE SUPER 14 F/Lift","1993"
"60056700","TOYOTA","HiACE SUPER 14 F/Lift","1994"
"60056700","TOYOTA","HiACE SUPER 14 F/Lift","1995"
"60056700","TOYOTA","HiACE SUPER 14 F/Lift","1996"
"60056700","TOYOTA","HiACE SUPER 14 F/Lift","1997"
"60056750","TOYOTA","HiACE VENTURE BUS","1991"
"60056750","TOYOTA","HiACE VENTURE BUS","1992"
"60056833","TOYOTA","STOUT P/U S/C","1966"
"60056833","TOYOTA","STOUT P/U S/C","1967"
"60056833","TOYOTA","STOUT P/U S/C","1968"
"60056833","TOYOTA","STOUT P/U S/C","1969"
"60056833","TOYOTA","STOUT P/U S/C","1970"
"60056833","TOYOTA","STOUT P/U S/C","1971"
"60056833","TOYOTA","STOUT P/U S/C","1972"
"60056833","TOYOTA","STOUT P/U S/C","1973"
